Date,ECO_US_IP_YOY,ECO_US_OECD_LEADING_INDICATOR,ECO_US_CONSUMER_CONFIDENCE_INDEX,ECO_US_CITI_ECONOMIC_SURPRISE_INDEX,ECO_EMU_IP_YOY,FI_GERMANY_GENERIC_BOND_YIELD_10Y,ECO_EMU_BUSINESS_CONFIDENCE_MANUFACTURING,EQ_MSCI_WORLD_AC_FINANCIALS_DIVIDEND_YIELD_FORWARD_LOOKING,EQ_MSCI_WORLD_AC_FINANCIALS_12M_FW_PE,FI_EUR_BILL_RATE_3M,NORTH_AMERICA_3M_REL_RETURN,EMU_3M_REL_RETURN,FINANCIALS_3M_REL_RETURN
20150904,-0.87,99.86399999999999,101.3,-15.6,3.0,0.665,-3.7,3.537,11.187999999999999,-0.034,0.012392099512650967,-0.02629753358817677,-0.0027841730076132443
20150907,-0.87,99.86399999999999,101.3,-16.1,3.0,0.675,-3.7,3.537,11.187999999999999,-0.034,0.014690048475183959,-0.03260306504859378,-0.002532033162784497
20150908,-0.87,99.86399999999999,101.3,-16.6,3.0,0.682,-3.7,3.537,11.187999999999999,-0.035,0.008850302008027722,-0.029321910444549903,-0.00646457673632006
20150909,-0.87,99.86399999999999,101.3,-16.9,3.0,0.705,-3.7,3.537,11.187999999999999,-0.035,0.022483724990972842,-0.036639859066065705,-0.014580648268285978
20150910,-0.87,99.86399999999999,101.3,-16.6,3.0,0.695,-3.7,3.54,11.2,-0.036000000000000004,0.016627659739525846,-0.03361742734011797,-0.01440818328555138
20150911,-0.87,99.86399999999999,101.3,-22.2,3.0,0.6579999999999999,-3.7,3.54,11.2,-0.038,0.014611387792814234,-0.02760876138130519,-0.015197357849805915
20150914,-0.87,99.86399999999999,101.3,-20.3,3.0,0.6579999999999999,-3.7,3.54,11.2,-0.038,0.01658341389529472,-0.030628688490443423,-0.01688600840860044
20150915,-0.87,99.86399999999999,101.3,-24.7,2.27,0.7390000000000001,-3.7,3.54,11.2,-0.036000000000000004,0.012092817817135337,-0.027893825062540012,-0.01373071851376384
20150916,-0.87,99.86399999999999,101.3,-23.5,2.27,0.779,-3.7,3.54,11.2,-0.037000000000000005,0.014286202757958888,-0.028548739695557268,-0.010719165683904519
20150917,-0.87,99.86399999999999,101.3,-27.3,2.27,0.7859999999999999,-3.7,3.488,11.39,-0.037000000000000005,0.015282827512123731,-0.03173869652190664,-0.004245984742819786
20150918,-0.87,99.86399999999999,101.3,-27.4,2.27,0.665,-3.7,3.488,11.39,-0.037000000000000005,0.016795759355688,-0.02666196982508695,-0.001947435649972462
20150921,-0.87,99.86399999999999,101.3,-27.7,2.27,0.68,-3.7,3.488,11.39,-0.038,0.0104234291352161,-0.017048935005488985,-0.0031909505934855087
20150922,-0.87,99.86399999999999,101.3,-28.3,2.27,0.6,-3.7,3.488,11.39,-0.039,0.005920736208927968,0.00502765904811775,-0.0038491451082487416
20150923,-0.87,99.86399999999999,101.3,-28.2,2.27,0.598,-3.7,3.488,11.39,-0.039,0.006675418182714443,-0.0006252727598270447,-0.002508580529833715
20150924,-0.87,99.86399999999999,101.3,-27.5,2.27,0.5920000000000001,-3.7,3.563,11.142999999999999,-0.04,0.004359718526550482,0.0009212218641916348,-0.002029192654683376
20150925,-0.87,99.86399999999999,102.6,-25.0,2.27,0.648,-3.7,3.563,11.142999999999999,-0.040999999999999995,0.00945686685506164,-0.013526431859825383,-0.01205928620526664
20150928,-0.87,99.86399999999999,102.6,-23.8,2.27,0.599,-3.7,3.563,11.142999999999999,-0.040999999999999995,0.015165250328600166,-0.01577403859028137,-0.01608084104584173
20150929,-0.87,99.86399999999999,102.6,-20.4,2.27,0.5870000000000001,-2.2,3.563,11.142999999999999,-0.040999999999999995,0.006738209008212648,-0.02039187255079411,-0.016512461618668706
20150930,-1.45,99.675,102.6,-20.5,2.27,0.59,-2.2,3.563,11.142999999999999,-0.04,0.006879916571192357,-0.018878067023401,-0.013217200415439834
20151001,-1.45,99.675,102.6,-22.3,2.27,0.545,-2.2,3.623,10.918,-0.043,0.009070824405518652,-0.013235480518515086,-0.016219740553728546
20151002,-1.45,99.675,102.6,-29.7,2.27,0.517,-2.2,3.623,10.918,-0.044000000000000004,0.00717533807446924,-0.018400313819211256,-0.007604663856657812
20151005,-1.45,99.675,102.6,-29.7,2.27,0.565,-2.2,3.623,10.918,-0.046,0.008382293888768766,-0.02848195166181333,-0.010535784975462814
20151006,-1.45,99.675,102.6,-29.4,2.27,0.601,-2.2,3.623,10.918,-0.046,0.014031946209526192,-0.04120459375771457,-0.01359226375991307
20151007,-1.45,99.675,102.6,-28.9,2.27,0.5920000000000001,-2.2,3.623,10.918,-0.046,0.012504082691159546,-0.03299773612456047,-0.017623215607320053
20151008,-1.45,99.675,102.6,-26.8,2.27,0.589,-2.2,3.4739999999999998,11.437000000000001,-0.048,0.009715871961293754,-0.030589595592851904,-0.01540037779652359
20151009,-1.45,99.675,102.6,-26.3,2.27,0.622,-2.2,3.4739999999999998,11.437000000000001,-0.049,0.014817954211302053,-0.03359325336308061,-0.015362790489102274
20151012,-1.45,99.675,102.6,-24.3,2.27,0.581,-2.2,3.4739999999999998,11.437000000000001,-0.049,0.012170879348391783,-0.02649422959011949,-0.015773147009093713
20151013,-1.45,99.675,102.6,-24.1,2.27,0.591,-2.2,3.4739999999999998,11.437000000000001,-0.049,0.012100604938111825,-0.02722263529520852,-0.014756460932913495
20151014,-1.45,99.675,102.6,-26.7,2.27,0.546,-2.2,3.4739999999999998,11.437000000000001,-0.049,0.011974414407085576,-0.028823524670677392,-0.014099805410233257
20151015,-1.45,99.675,102.6,-18.5,2.86,0.557,-2.2,3.486,11.432,-0.052000000000000005,0.011735457800160498,-0.025101965737356458,-0.01866692448115037
20151016,-1.45,99.675,102.6,-14.8,2.86,0.5489999999999999,-2.2,3.486,11.432,-0.051,0.010931188465851727,-0.0246154926738108,-0.02330235632535771
20151019,-1.45,99.675,102.6,-11.3,2.86,0.5670000000000001,-2.2,3.486,11.432,-0.054000000000000006,0.012198645887618986,-0.028674833356481577,-0.027996351958644028
20151020,-1.45,99.675,102.6,-7.2,2.86,0.629,-2.2,3.486,11.432,-0.053,0.012829668185496579,-0.027191323190638772,-0.03478815323320994
20151021,-1.45,99.675,102.6,-5.6,2.86,0.573,-2.2,3.486,11.432,-0.053,0.018142341758260905,-0.03459478119480652,-0.03733020955928168
20151022,-1.45,99.675,102.6,-5.3,2.86,0.502,-2.2,3.426,11.672,-0.053,0.011347751876841672,-0.026011200068821183,-0.038584533486475836
20151023,-1.45,99.675,102.6,-0.1,2.86,0.508,-2.2,3.426,11.672,-0.061,0.01182957855481781,-0.02369533226094811,-0.04062049084076258
20151026,-1.45,99.675,102.6,-7.7,2.86,0.5,-2.2,3.426,11.672,-0.064,0.011131258356282703,-0.01895014355446334,-0.04202482407580099
20151027,-1.45,99.675,99.1,-10.1,2.86,0.444,-2.2,3.426,11.672,-0.066,0.007796841907893537,-0.013668990043804397,-0.042030698258913035
20151028,-1.45,99.675,99.1,-10.0,2.86,0.445,-2.2,3.426,11.672,-0.067,0.0059782822508058775,-0.016454014929301874,-0.04428840279831714
20151029,-1.45,99.675,99.1,-10.5,2.86,0.537,-1.9,3.335,12.011,-0.068,0.0036664242481216913,-0.012894663139882967,-0.04028315930334114
20151030,-1.45,99.515,99.1,-12.7,2.86,0.525,-1.9,3.335,12.011,-0.068,0.007375118186599416,-0.024744178142015905,-0.03872934795701888
20151102,-1.69,99.515,99.1,-13.1,2.86,0.56,-1.9,3.335,12.011,-0.066,0.003321302441714802,-0.02887616390371084,-0.041924751819524486
20151103,-1.69,99.515,99.1,-13.4,2.86,0.575,-1.9,3.335,12.011,-0.069,0.0024348718158330174,-0.024141149228148806,-0.04065740345112312
20151104,-1.69,99.515,99.1,-6.5,2.86,0.604,-1.9,3.335,12.011,-0.069,0.0024265032188740543,-0.016680033709529418,-0.041652678329480275
20151105,-1.69,99.515,99.1,-8.4,2.86,0.609,-1.9,3.373,11.864,-0.071,0.002277165286440952,-0.02232952066479743,-0.04438858022139469
20151106,-1.69,99.515,99.1,0.0,2.86,0.6970000000000001,-1.9,3.373,11.864,-0.073,0.0007448957138288526,-0.022124096948979433,-0.051557824275920705
20151109,-1.69,99.515,99.1,0.6,2.86,0.667,-1.9,3.373,11.864,-0.073,0.002536320099405298,-0.015378725182587982,-0.0521101022614201
20151110,-1.69,99.515,99.1,0.9,2.86,0.626,-1.9,3.373,11.864,-0.077,0.0013680506161425354,-0.015410724236733953,-0.055451174776946166
20151111,-1.69,99.515,99.1,1.0,2.86,0.614,-1.9,3.373,11.864,-0.079,0.007636562645161105,-0.025724680221131058,-0.060259131206690464
20151112,-1.69,99.515,99.1,0.5,2.86,0.607,-1.9,3.365,11.895,-0.081,0.01018921430380093,-0.02226744018741611,-0.06232337210939487
20151113,-1.69,99.515,99.1,0.0,2.86,0.562,-1.9,3.365,11.895,-0.083,0.011335637271168486,-0.024551328680200712,-0.06373291056214825
20151116,-1.69,99.515,99.1,1.5,2.27,0.5329999999999999,-1.9,3.365,11.895,-0.086,0.006151885955672842,-0.01844574650618591,-0.05981171456419643
20151117,-1.69,99.515,99.1,-2.8,2.37,0.531,-1.9,3.365,11.895,-0.091,0.011851278833292622,-0.02870013078731315,-0.05848976247017901
20151118,-1.69,99.515,99.1,-9.0,2.37,0.509,-1.9,3.365,11.895,-0.092,0.005286966137165283,-0.0175757956835616,-0.05750494295248498
20151119,-1.69,99.515,99.1,-8.6,2.37,0.48,-1.9,3.363,11.922,-0.092,0.012064289593829658,-0.0274991189298035,-0.06234801330044448
20151120,-1.69,99.515,99.1,-9.1,2.37,0.48,-1.9,3.363,11.922,-0.095,0.010465962682855379,-0.021264381539284782,-0.06123949976651688
20151123,-1.69,99.515,99.1,-12.8,2.37,0.534,-1.9,3.363,11.922,-0.099,0.009963128160236812,-0.023475680228506768,-0.062463165654181085
20151124,-1.69,99.515,99.1,-17.2,2.37,0.512,-1.9,3.363,11.922,-0.10400000000000001,0.009271615823497892,-0.018662193608357525,-0.06174564993441445
20151125,-1.69,99.515,99.1,-16.5,2.37,0.47600000000000003,-1.9,3.363,11.922,-0.10400000000000001,0.011366458827996917,-0.02883489576132403,-0.061071134838998065
20151126,-1.69,99.515,92.6,-16.1,2.37,0.47100000000000003,-1.9,3.366,11.934000000000001,-0.109,0.014655978175346362,-0.03743622907579036,-0.06154147126390497
20151127,-1.69,99.515,92.6,-15.5,2.37,0.455,-1.9,3.366,11.934000000000001,-0.113,0.014193777413403996,-0.03638040047474389,-0.06094569626922963
20151130,-3.02,99.515,92.6,-14.4,2.37,0.475,-3.3,3.366,11.934000000000001,-0.114,0.01395779380268558,-0.03951482528986294,-0.058227167271727054
20151201,-3.02,99.37899999999999,92.6,-20.2,2.37,0.469,-3.3,3.366,11.934000000000001,-0.11599999999999999,0.01198187974321463,-0.028574564038974737,-0.05657678399962307
20151202,-3.02,99.37899999999999,92.6,-17.7,2.37,0.46799999999999997,-3.3,3.366,11.934000000000001,-0.11800000000000001,0.013575146341875732,-0.029226531107058085,-0.054186675022177444
20151203,-3.02,99.37899999999999,92.6,-21.8,2.37,0.664,-3.3,3.35,11.978,-0.124,0.01766713107265705,-0.0357018215838405,-0.05424462373124217
20151204,-3.02,99.37899999999999,92.6,-25.8,2.37,0.688,-3.3,3.35,11.978,-0.113,0.006869711505104847,-0.026716780878175306,-0.05300428044288885
20151207,-3.02,99.37899999999999,92.6,-24.3,2.37,0.586,-3.3,3.35,11.978,-0.113,0.009918678998667052,-0.03420189490456005,-0.0512693417987069
20151208,-3.02,99.37899999999999,92.6,-23.6,2.37,0.5710000000000001,-3.3,3.35,11.978,-0.11599999999999999,0.0070042217768128134,-0.027559618953825527,-0.04786514590779589
20151209,-3.02,99.37899999999999,92.6,-22.4,2.37,0.606,-3.3,3.35,11.978,-0.11900000000000001,0.010744413345638582,-0.030642484025577454,-0.04648917994131818
20151210,-3.02,99.37899999999999,92.6,-23.8,2.37,0.5710000000000001,-3.3,3.447,11.645999999999999,-0.125,0.007446917560652855,-0.02277272436449851,-0.04275958727288354
20151211,-3.02,99.37899999999999,92.6,-22.3,2.37,0.542,-3.3,3.447,11.645999999999999,-0.128,0.011997213601086187,-0.02208929356495415,-0.04094917624616001
20151214,-3.02,99.37899999999999,92.6,-20.7,2.37,0.563,-3.3,3.447,11.645999999999999,-0.129,0.005968144712407919,-0.008451019786522851,-0.03729345621419344
20151215,-3.02,99.37899999999999,92.6,-22.2,0.98,0.6509999999999999,-3.3,3.447,11.645999999999999,-0.132,0.003344476981040345,-0.016385331118721758,-0.040364812496861746
20151216,-3.02,99.37899999999999,92.6,-23.0,0.98,0.68,-3.3,3.447,11.645999999999999,-0.133,0.002417708277475339,-0.007821037305718925,-0.041528497703215095
20151217,-3.02,99.37899999999999,92.6,-23.9,0.98,0.601,-3.3,3.46,11.594000000000001,-0.133,0.010452972587960851,-0.022700237981563176,-0.044739666826861146
20151218,-3.02,99.37899999999999,92.6,-23.9,0.98,0.551,-3.3,3.46,11.594000000000001,-0.131,0.014464767885124408,-0.0253780321520356,-0.04563504122239326
20151221,-3.02,99.37899999999999,92.6,-30.4,0.98,0.5539999999999999,-3.3,3.46,11.594000000000001,-0.13,0.010569989438491745,-0.01588181066617733,-0.044930556221841944
20151222,-3.02,99.37899999999999,92.6,-29.2,0.98,0.597,-3.3,3.46,11.594000000000001,-0.131,0.010411144392787786,-0.01724012262781538,-0.047061694752580596
20151223,-3.02,99.37899999999999,92.6,-32.8,0.98,0.628,-3.3,3.46,11.594000000000001,-0.131,0.011080546280160974,-0.02098596725858326,-0.047886579140476004
20151224,-3.02,99.37899999999999,92.6,-32.2,0.98,0.628,-3.3,3.418,11.68,-0.131,0.014357043896872201,-0.028393908002344537,-0.05254269762908703
20151225,-3.02,99.37899999999999,96.3,-32.2,0.98,0.628,-3.3,3.418,11.68,-0.131,0.015027246347233847,-0.03108562274669624,-0.055256645476690736
20151228,-3.02,99.37899999999999,96.3,-31.2,0.98,0.556,-3.3,3.418,11.68,-0.131,0.01568691278226919,-0.026038654044846288,-0.057054349987855524
20151229,-3.02,99.37899999999999,96.3,-28.7,0.98,0.634,-2.0,3.418,11.68,-0.132,0.014102465587621626,-0.024894631377072374,-0.05650907157758556
20151230,-3.02,99.26,96.3,-27.5,0.98,0.634,-2.0,3.418,11.68,-0.132,0.017477241240760888,-0.024798470009675277,-0.05740356657078294
20151231,-3.25,99.26,96.3,-31.8,0.98,0.634,-2.0,3.366,11.805,-0.131,0.019579575028464746,-0.02288746327622615,-0.05886029357403233
20160101,-3.25,99.26,96.3,-31.7,0.98,0.634,-2.0,3.366,11.805,-0.131,0.020612660253483295,-0.023723348505063413,-0.059692200624854475
20160104,-3.25,99.26,96.3,-34.4,0.98,0.564,-2.0,3.366,11.805,-0.132,0.0191205628330412,-0.014280389049550535,-0.05894433257500209
20160105,-3.25,99.26,96.3,-34.8,0.98,0.547,-2.0,3.366,11.805,-0.133,0.018403511790466287,-0.01531810102241049,-0.061393398955056355
20160106,-3.25,99.26,96.3,-29.3,0.98,0.513,-2.0,3.366,11.805,-0.136,0.018780474222829024,-0.01790432565445177,-0.0625283525631184
20160107,-3.25,99.26,96.3,-29.8,0.98,0.545,-2.0,3.4810000000000003,11.339,-0.142,0.021032800562987175,-0.028673376529142036,-0.06333031512258813
20160108,-3.25,99.26,96.3,-21.3,0.98,0.509,-2.0,3.4810000000000003,11.339,-0.14300000000000002,0.02155736304720346,-0.030441444256123384,-0.061411701803921415
20160111,-3.25,99.26,96.3,-22.6,0.98,0.5429999999999999,-2.0,3.4810000000000003,11.339,-0.14300000000000002,0.017175376265901487,-0.023851941920706166,-0.05964296054880147
20160112,-3.25,99.26,96.3,-24.1,0.98,0.531,-2.0,3.4810000000000003,11.339,-0.14400000000000002,0.010704819821408584,-0.028724531793671293,-0.052541631208465445
20160113,-3.25,99.26,96.3,-24.7,0.98,0.507,-2.0,3.4810000000000003,11.339,-0.14400000000000002,0.024196671484106202,-0.043300951468715265,-0.052409873778504035
20160114,-3.25,99.26,96.3,-26.3,0.98,0.507,-2.0,3.68,10.75,-0.14300000000000002,0.010576346043050577,-0.020649335234542043,-0.0422362939041363
20160115,-3.25,99.26,96.3,-33.8,3.73,0.47200000000000003,-2.0,3.68,10.75,-0.142,0.01323306703396776,-0.021250075019815906,-0.036728346165455505
20160118,-3.25,99.26,96.3,-34.2,3.73,0.47,-2.0,3.68,10.75,-0.142,0.007330182684720965,-0.008167754898648516,-0.029826780311553502
20160119,-3.25,99.26,96.3,-35.2,3.73,0.483,-2.0,3.68,10.75,-0.14300000000000002,0.010734645554103306,-0.019767117433745263,-0.028392176033620986
20160120,-3.25,99.26,96.3,-45.1,3.73,0.488,-2.0,3.68,10.75,-0.14400000000000002,0.0026469109521198853,-0.003788448902309449,-0.01443259706332678
20160121,-3.25,99.26,96.3,-45.7,3.73,0.45399999999999996,-2.0,3.801,10.474,-0.146,-0.0010117205874440316,-0.015000541903564812,-0.00590254918313593
20160122,-3.25,99.26,96.3,-43.5,3.73,0.486,-2.0,3.801,10.474,-0.152,0.0034045500908785886,-0.016244017527224486,-0.001640714638145191
20160125,-3.25,99.26,96.3,-40.7,3.73,0.47700000000000004,-2.0,3.801,10.474,-0.155,0.010804841680869925,-0.021666050930618352,0.005561413171135676
20160126,-3.25,99.26,96.3,-39.4,3.73,0.44299999999999995,-2.0,3.801,10.474,-0.158,0.00535262884102039,-0.021859562894661844,0.0061731366889692385
20160127,-3.25,99.26,97.8,-33.3,3.73,0.444,-2.0,3.801,10.474,-0.159,0.01309120504888317,-0.03042886474208162,0.0013497317737751757
20160128,-3.25,99.26,97.8,-47.3,3.73,0.406,-2.0,3.812,10.478,-0.16,0.008258960400531423,-0.013756474591263723,0.003137242104685134
20160129,-3.25,99.26,97.8,-47.1,3.73,0.335,-3.1,3.812,10.478,-0.162,0.0029705817801317647,-0.0054842234361134334,-0.0007358402279777909
20160201,-2.02,99.163,97.8,-50.5,3.73,0.36,-3.1,3.812,10.478,-0.162,0.0069463526693853694,-0.006266876095807117,0.005121744649615456
20160202,-2.02,99.163,97.8,-50.5,3.73,0.314,-3.1,3.812,10.478,-0.161,0.010166325800674336,-0.00662594545531614,0.01023324412323845
20160203,-2.02,99.163,97.8,-54.2,3.73,0.276,-3.1,3.812,10.478,-0.162,0.006995390574284555,-0.0029810256708140415,0.015205915897172018
20160204,-2.02,99.163,97.8,-55.7,3.73,0.307,-3.1,3.8310000000000004,10.401,-0.166,0.010363693186274503,-0.012030792772832699,0.00241057809851708
20160205,-2.02,99.163,97.8,-55.7,3.73,0.301,-3.1,3.8310000000000004,10.401,-0.16699999999999998,0.015184363263419876,-0.018819467944396262,-0.000847142690746816
20160208,-2.02,99.163,97.8,-53.5,3.73,0.225,-3.1,3.8310000000000004,10.401,-0.16899999999999998,0.014660611543980462,0.0016099140801371092,0.008760929419136643
20160209,-2.02,99.163,97.8,-52.6,3.73,0.239,-3.1,3.8310000000000004,10.401,-0.171,0.009364032459365568,-0.005165931716085925,0.016588695270198794
20160210,-2.02,99.163,97.8,-51.6,3.73,0.248,-3.1,3.8310000000000004,10.401,-0.175,0.008496132594491668,-0.014462746042152697,0.013352338126070284
20160211,-2.02,99.163,97.8,-48.9,3.73,0.177,-3.1,4.091,9.905,-0.179,0.009714270798895086,-0.0026517363224274337,0.028963568459105193
20160212,-2.02,99.163,97.8,-48.3,3.73,0.265,-3.1,4.091,9.905,-0.183,-0.0006849569692948254,-0.007571292069834534,0.013431252028195617
20160215,-2.02,99.163,97.8,-43.9,2.35,0.24,-3.1,4.091,9.905,-0.183,0.011623565413019454,-0.018188897295389417,0.01187582588832492
20160216,-2.02,99.163,97.8,-46.9,0.87,0.262,-3.1,4.091,9.905,-0.187,0.005052287743232853,-0.004257720058236103,0.013171248865621044
20160217,-2.02,99.163,97.8,-47.4,0.87,0.275,-3.1,4.091,9.905,-0.18899999999999997,0.002928421502744527,-0.01567089673183153,0.015996303605190887
20160218,-2.02,99.163,97.8,-44.8,0.87,0.214,-3.1,3.955,10.307,-0.195,0.006960380101497465,-0.014232114801687512,0.021056716254926888
20160219,-2.02,99.163,97.8,-37.0,0.87,0.20600000000000002,-3.1,3.955,10.307,-0.198,0.005400765679565156,-0.010716656164363014,0.02590266936669061
20160222,-2.02,99.163,97.8,-33.7,0.87,0.18,-3.1,3.955,10.307,-0.19899999999999998,0.004316177836590995,-0.01004892898444898,0.026321869394942965
20160223,-2.02,99.163,97.8,-35.9,0.87,0.185,-3.1,3.955,10.307,-0.2,0.005497716641127193,-0.002526467479487593,0.03217581522582735
20160224,-2.02,99.163,97.8,-38.6,0.87,0.149,-3.1,3.955,10.307,-0.201,-0.003070101405011183,0.019983550010926443,0.04198427528198034
20160225,-2.02,99.163,94.0,-30.7,0.87,0.13699999999999998,-3.1,4.008,10.37,-0.201,-0.0020113741356215797,0.015849031495977828,0.03952895621322594
20160226,-2.02,99.163,94.0,-21.4,0.87,0.146,-3.1,4.008,10.37,-0.20199999999999999,-0.001095442439565053,0.010225156012649617,0.031784976062667614
20160229,-2.05,99.163,94.0,-19.4,0.87,0.109,-4.1,4.008,10.37,-0.205,0.0023745194455118135,0.003909380495475734,0.03183968547588423
20160301,-2.05,99.095,94.0,-12.7,0.87,0.149,-4.1,4.008,10.37,-0.207,-0.0018589999254114975,0.0020358664979718277,0.023901385785279006
20160302,-2.05,99.095,94.0,-10.1,0.87,0.213,-4.1,4.008,10.37,-0.20800000000000002,0.0021941192197800774,0.007763352929228251,0.011729727828869274
20160303,-2.05,99.095,94.0,-12.3,0.87,0.17300000000000001,-4.1,3.885,10.797,-0.213,0.005006481272197272,0.0054673394341859805,0.0027607159851297247
20160304,-2.05,99.095,94.0,-12.9,0.87,0.24,-4.1,3.885,10.797,-0.215,0.007353267790423779,-0.0008045241946561532,9.76651297093234e-05
20160307,-2.05,99.095,94.0,-11.8,0.87,0.218,-4.1,3.885,10.797,-0.21600000000000003,0.0042813936728192115,0.007028408450245882,-0.0010274685410343043
20160308,-2.05,99.095,94.0,-13.0,0.87,0.179,-4.1,3.885,10.797,-0.221,0.006792585176202293,-0.002036819269184864,-0.002551052632997708
20160309,-2.05,99.095,94.0,-12.8,0.87,0.23800000000000002,-4.1,3.885,10.797,-0.22399999999999998,0.0054131883350823085,-0.0040059357522226335,-0.003217029583901576
20160310,-2.05,99.095,94.0,-9.8,0.87,0.297,-4.1,3.83,11.032,-0.22899999999999998,0.007020495588456965,-0.00885347860094221,-0.007029347484909021
20160311,-2.05,99.095,94.0,-9.3,0.87,0.28,-4.1,3.83,11.032,-0.225,0.012073548208854756,-0.0348799929473097,-0.021436041927768823
20160314,-2.05,99.095,94.0,-7.5,0.87,0.27899999999999997,-4.1,3.83,11.032,-0.226,0.01757816148833724,-0.04425088445757097,-0.023934566438157168
20160315,-2.05,99.095,94.0,-5.1,0.1,0.317,-4.1,3.83,11.032,-0.22699999999999998,0.018697309990715283,-0.0496590006895995,-0.02608179012655487
20160316,-2.05,99.095,94.0,-3.4,0.1,0.31,-4.1,3.83,11.032,-0.23,0.015462213376797429,-0.046793995012903045,-0.021385209256569948
20160317,-2.05,99.095,94.0,-0.3,0.1,0.233,-4.1,3.7510000000000003,11.252,-0.23399999999999999,0.018921694924834975,-0.04680151114526121,-0.026551593844941657
20160318,-2.05,99.095,94.0,-0.2,0.1,0.218,-4.1,3.7510000000000003,11.252,-0.235,0.01343147977800263,-0.041179709911029816,-0.027058479469944552
20160321,-2.05,99.095,94.0,-2.9,0.1,0.23,-4.1,3.7510000000000003,11.252,-0.23800000000000002,0.008616516204934532,-0.03154725084437027,-0.02204800417656183
20160322,-2.05,99.095,94.0,-4.1,0.1,0.21100000000000002,-4.1,3.7510000000000003,11.252,-0.239,0.005161196086124642,-0.019727747112109006,-0.014453244633209072
20160323,-2.05,99.095,94.0,-3.7,0.1,0.19899999999999998,-4.1,3.7510000000000003,11.252,-0.24100000000000002,0.005254126783462709,-0.0244283131193207,-0.013461757865823376
20160324,-2.05,99.095,94.0,-10.7,0.1,0.179,-4.1,3.812,11.375,-0.242,0.003282323257052022,-0.023557022581747633,-0.010948145018031763
20160325,-2.05,99.095,96.1,-10.6,0.1,0.179,-4.1,3.812,11.375,-0.242,0.007459859733048857,-0.031693163291580895,-0.017087160955456593
20160328,-2.05,99.095,96.1,-4.9,0.1,0.179,-4.1,3.812,11.375,-0.242,0.011600630021075142,-0.04263484144667373,-0.024831290732762357
20160329,-2.05,99.095,96.1,-3.8,0.1,0.141,-4.1,3.812,11.375,-0.242,0.011490946272983082,-0.0505768682675507,-0.026223714343563964
20160330,-2.05,99.065,96.1,-3.4,0.1,0.16399999999999998,-4.1,3.812,11.375,-0.243,0.016534377766671327,-0.06833681406980152,-0.030662147927564054
20160331,-2.43,99.065,96.1,-5.2,0.1,0.155,-4.1,3.8,11.279000000000002,-0.244,0.01444662903556515,-0.06021177548603496,-0.03261841356346895
20160401,-2.43,99.065,96.1,-4.4,0.1,0.145,-4.1,3.8,11.279000000000002,-0.245,0.0035861107959267446,-0.0476735565882308,-0.03263625400615533
20160404,-2.43,99.065,96.1,-6.1,0.1,0.128,-4.1,3.8,11.279000000000002,-0.24600000000000002,0.00948649418744485,-0.05843128843543954,-0.03525676967664193
20160405,-2.43,99.065,96.1,-6.7,0.1,0.105,-4.1,3.8,11.279000000000002,-0.248,0.007310034971464541,-0.05547756011647231,-0.03390856573334977
20160406,-2.43,99.065,96.1,-7.6,0.1,0.11599999999999999,-4.1,3.8,11.279000000000002,-0.248,0.007968903144711659,-0.056354277320670776,-0.031340172713989034
20160407,-2.43,99.065,96.1,-6.6,0.1,0.08800000000000001,-4.1,3.8789999999999996,10.992,-0.247,0.01451488592618988,-0.05576090286686175,-0.02667078990124927
20160408,-2.43,99.065,96.1,-6.0,0.1,0.09699999999999999,-4.1,3.8789999999999996,10.992,-0.248,0.017811971394347204,-0.06325589796031961,-0.02722275533280305
20160411,-2.43,99.065,96.1,-3.5,0.1,0.11699999999999999,-4.1,3.8789999999999996,10.992,-0.251,0.019292330273066094,-0.0657169510506419,-0.028682548534306518
20160412,-2.43,99.065,96.1,-3.8,0.1,0.16,-4.1,3.8789999999999996,10.992,-0.249,0.015305773112156418,-0.05106306475662814,-0.028634222780605567
20160413,-2.43,99.065,96.1,-4.8,0.1,0.13699999999999998,-4.1,3.8789999999999996,10.992,-0.249,0.016408389610472973,-0.05312861761866505,-0.037341807631995794
20160414,-2.43,99.065,96.1,-8.2,0.68,0.16399999999999998,-4.1,3.781,11.245,-0.251,0.019865444934107357,-0.05183423896479045,-0.03693733069625238
20160415,-2.43,99.065,96.1,-12.2,2.13,0.134,-4.1,3.781,11.245,-0.249,0.020396859595764205,-0.05502752968855418,-0.03445819292274943
20160418,-2.43,99.065,96.1,-9.3,2.13,0.168,-4.1,3.781,11.245,-0.249,0.016999832759811984,-0.05899368631677704,-0.032195396923792474
20160419,-2.43,99.065,96.1,-21.9,2.13,0.17800000000000002,-4.1,3.781,11.245,-0.25,0.023585549953948792,-0.06896840811819671,-0.03584904917646781
20160420,-2.43,99.065,96.1,-21.8,2.13,0.15,-4.1,3.781,11.245,-0.249,0.02423571226729071,-0.07141734812554046,-0.041888653024061195
20160421,-2.43,99.065,96.1,-22.5,2.13,0.23199999999999998,-4.1,3.639,11.667,-0.249,0.02671002865016714,-0.06901139767610553,-0.041973515716722476
20160422,-2.43,99.065,96.1,-25.1,2.13,0.23199999999999998,-4.1,3.639,11.667,-0.249,0.0230433907378349,-0.06236333990315046,-0.049226871833526475
20160425,-2.43,99.065,96.1,-25.1,2.13,0.26899999999999996,-4.1,3.639,11.667,-0.25,0.02264715555488772,-0.05777039787574201,-0.04802215248194508
